cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
29461,SPRING,FALSE,E-PSCI,56,"Geobiology and the History of Life","9a54c6da426f3cf85ccce6e0d02f4840,b82cd196ee80b3be9390f75ba4f1ee32","Within our solar system, Earth is distinguished as the planet with life. Life was born of planetary processes, has been sustained for some four billion years by planetary processes, and through time has emerged as a set of planetary processes that is important in its own right. In this course we will investigate the ways that Earth and life interact, focusing in particular on the biogeochemical cycles of major elements. This will provide a framework for interpreting the history of life reconstructed from fossils and phylogeny.","EPS 21, 22, or Life Sciences 1b; or permission of instructor.","EPS 56 is also offered as OEB 56. Students may not take both EPS 56 and OEB 56 for credit.","M., W., F., at 10, a weekly three-hour lab to be arranged and one field trip.",,
2947,FALL,TRUE,TURKISH,125a,"Intermediate Uzbek I",f4229114bc2d1a87a15e4da68ff15c2b,"Continuation of Elementary Uzbek with an emphasis on further development of both conversational and literary Uzbek.","Turkish 121b or equivalent.","//For information on Uzbek instruction at other levels, please contact the Student Programs Officer at the Davis Center for Russian and Eurasian Studies, reeca@fas.harvard.edu.","Hours to be arranged",,
2948,SPRING,FALSE,SEMPHIL,220r,"Northwest Semitic Epigraphy: Seminar",,"Topic for 2014-15 to be determined; topic for 2012-13 was ""Advanced discussion of Ugaritic grammar and texts.""","Semitic Philology 151.","Offered jointly with the Divinity School as 1160.","Hours to be arranged",,
2949,FALL,FALSE,CHNSLIT,242,"From Fiction into History",e790a2b8396e12fed32ad26201143f8e,"This seminar deals with the dialogics between historical dynamics and literary manifestation at select moments of twentieth century China. It focuses on two themes: history and representation; modernity and monstrosity.",,,"M., 2-4",,
29559,FALL,FALSE,GENETIC,389,"Epigenomics of Allele-Specific Expression",cd5d40abdca716a236615c0ded908aae,,,,,,
29559,SPRING,FALSE,GENETIC,389,"Epigenomics of Allele-Specific Expression",cd5d40abdca716a236615c0ded908aae,,,,,,
2957,FALL,FALSE,PHYSICS,363a,"Topics in Condensed Matter Theory",e593094de525dcee02a56c2cae7ac4ab,,,,,,
2957,SPRING,FALSE,PHYSICS,363a,"Topics in Condensed Matter Theory",e593094de525dcee02a56c2cae7ac4ab,,,,,,
29579,SPRING,TRUE,HAA,277k,"The Contemporary",63ca24ce66f277d1a77d91ae01806c8d,"Graduate seminar exploring the intersection of the field of art history with the globalized art world. What is ""contemporary art"" - in theory, in practice, and in history?",,,"Hours to be arranged",,
2958,FALL,FALSE,PHYSICS,363b,"Topics in Condensed Matter Theory",e593094de525dcee02a56c2cae7ac4ab,,,,,,
2958,SPRING,FALSE,PHYSICS,363b,"Topics in Condensed Matter Theory",e593094de525dcee02a56c2cae7ac4ab,,,,,,
2959,FALL,FALSE,ANTHRO,98xa,"Junior Tutorial in Archaeology",3191d88825175d2767ab2f1f7afaf480,"The junior tutorial provides a background in archaeological method and theory through critical analysis of selected issues and debates particularly focusing on more complex societies. Specific topics include the origins of agriculture and the domestication of animals, the development of complexity and ""civilization,"" post-colonial and historical archaeology, and related ethical and theoretical issues. Weekly readings (drawn from current journal literature), discussions, and several short writing assignments.",,"Required of all concentrators in Archaeology.","M., 3-5",,
29628,FALL,FALSE,PSY,2150r,"Social Cognitive Development: Research Seminar",3918f1a9b1dac463f83262a97a8e372d,"Year-long lab course on children's social-cognitive development and the study of cooperation. Students develop and pilot experiments with children or participate in ongoing projects. In addition, students read and discuss papers on social cognition, understanding of norms, and cooperation from developmental and evolutionary psychology.","For undergraduates: SLS-20 and one from PSY 13, PSY 14, PSY 15, PSY 18, or SLS 15.","Open to all undergraduates with permission of instructor.","Hours to be arranged",,
29628,SPRING,FALSE,PSY,2150r,"Social Cognitive Development: Research Seminar",3918f1a9b1dac463f83262a97a8e372d,"Year-long lab course on children's social-cognitive development and the study of cooperation. Students develop and pilot experiments with children or participate in ongoing projects. In addition, students read and discuss papers on social cognition, understanding of norms, and cooperation from developmental and evolutionary psychology.","For undergraduates: SLS-20 and one from PSY 13, PSY 14, PSY 15, PSY 18, or SLS 15.","Open to all undergraduates with permission of instructor.","Hours to be arranged",,
29629,FALL,FALSE,SHBT,300,"Auditory neural coding laboratory",507d0f5e91593c5f4e6c8603ff4f0de4,"Research projects on the neural coding of sound and the neural basis of auditory perception, with emphasis on the mechanisms for listening in adverse environments comprising reverberation and competing sound sources.",,,,,
29629,SPRING,FALSE,SHBT,300,"Auditory neural coding laboratory",507d0f5e91593c5f4e6c8603ff4f0de4,"Research projects on the neural coding of sound and the neural basis of auditory perception, with emphasis on the mechanisms for listening in adverse environments comprising reverberation and competing sound sources.",,,,,
2963,FALL,FALSE,MICROBI,343,"Chemical Biology, Enzymology, Antibiotics, Glycosyltransferases, Inhibitors",31f04860bbad3ff54ed325d0a593b0f2,,,,,,
2963,SPRING,FALSE,MICROBI,343,"Chemical Biology, Enzymology, Antibiotics, Glycosyltransferases, Inhibitors",31f04860bbad3ff54ed325d0a593b0f2,,,,,,
29637,SPRING,TRUE,EASTD,98h,"Junior Tutorial--Modern Korea History Reading and Research",0943f83532839dcc4289b6185c2e1132,"Readings of various materials related to the history of modern Korea, in conjunction with the research and writing of a term paper using primary and secondary sources. Readings for fall 2012 will center on contemporary history after 1945.","Societies of the World 27: The Two Koreas, or equivalent.","Note: EAS 98a, 98b, 98d, 98g, 98h or a substitution approved by the Director of Undergraduate Studies is required for all EAS concentrators.","Th., 2-4",,
2964,SPRING,FALSE,ARABIC,130b,"Upper-Level Classical Arabic II",3f8b76442135998fc388362a3c7e664b,"Continuation of Arabic 130a or may be taken separately with permission of the instructor. Readings from corpus of ""Adab"" (Belles-Lettres) literature, as well as various pieces of classical Arabic poetry.","Arabic 130a or equivalent, or may be taken separately with permission of the instructor.","Not open to auditors. Offered jointly with the Divinity School as 4354.","M., Tu., Th., at 9",,
2965,FALL,TRUE,MONGOLN,A,"Elementary Written Mongolian",62da2b4f7b89c047307df379cd365724,"Study of classical Mongolian grammar, with introduction to pre-classical and classical Mongolian texts.",,,"Hours to be arranged",,
29657,FALL,FALSE,RELIGION,1494,"Feminist Theory and The*logy: Seminar",320ce00ad74fe0c428d2535c16e68d0c,"This seminar seeks to provide a space for exploring the intersections of feminist theory with feminist the*logy and Feminist Studies in Religion. We will focus on different feminist categories of analysis, discuss different feminist the*logical directions and explore how their theoretical frameworks, methods and visions are shaped by their different socio-cultural- religious locations and struggles. In so doing we will engage in a participatory democratic style of learning.",,"Offered jointly with the Divinity School as 2689.","M., 4-6",,
2967,SPRING,TRUE,LING,118,"Historical and Comparative Linguistics",fb29930a9fef4d2f0d0142e07c3d8e13,"An introduction to diachronic linguistics at the graduate level. Theory of language change: sound change and analogy, syntactic and semantic change, change in progress. The comparative method: proving genetic relationship, reconstruction, and subgrouping.",,,"Hours to be arranged",,
2969,SPRING,FALSE,ENG-SCI,6,"Environmental Science and Technology","3127a1e60588003a06bbe3ee7f94b1bc,e5b2b7609ab6c7737d53f8e14a39503f","An introduction to the role of technology in the environmental sciences, with foci on energy and water topics. The basic scientific principles underlying human use and control of the environment are emphasized. The course includes several field trips.","The course presumes basic knowledge in chemistry, physics, and mathematics at the high school level.","This course, when taken for a letter grade, meets the General Education requirement for Science of the Physical Universe.","Tu., Th., 1-2:30",,
29695,FALL,FALSE,IMUNOL,307qc,"Tumor Immunology",c4467d5be9dd8a8e9fb4d84b462cd21e,"There have been many exciting recent developments in the cancer immunology field, and multiple therapeutic approaches have shown efficacy against diverse types of cancer. This course will emphasize new mechanistic insights, in particular on the following topics: Mechanisms of spontaneous protective anti-tumor immunity; Key effector cell populations of anti-tumor immunity; Inflammation and tumor microenvironment; Immunosuppressive mechanisms in tumor immunity; Targeting of inhibitory receptors; Cancer vaccines; New approaches for delivery of immunotherapies into tumors.",,,,,
2970,SPRING,TRUE,AKKAD,200r,"Readings in Akkadian: Seminar",a91767122c890a12d52a909013963a3b,,,,"Hours to be arranged",,
2971,FALL,FALSE,CHEM,242,"Quantum Mechanics for Physical Chemistry",afdde07af3d458f2ce08ebc6adc21186,"This course describes the quantum mechanics of molecules and their chemical reactions. We review fundamental principles: Hilbert spaces, operator algebra, Schrodinger, Heisenberg and interaction pictures. Quantum mechanics applied to the understanding of molecular structure, spectra, chemical bonds, and chemical reaction dynamics. Modern techniques for the manipulation of molecular internal and external quantum states.","Chemistry 160 or Physics 143, Physics 11 or 12, and Applied Mathematics 105a and 105b, or Mathematics 21, or equivalent.",,"Tu., Th., 10-11:30",,
2975,FALL,FALSE,GENETIC,332,"Combining genetic and biochemical approaches to elucidate mechanisms underlying cancer",11a1c0fe6612daeddb441de915802960,,,,,,
2975,SPRING,FALSE,GENETIC,332,"Combining genetic and biochemical approaches to elucidate mechanisms underlying cancer",11a1c0fe6612daeddb441de915802960,,,,,,
29774,SPRING,FALSE,LING,287,"Topics in Computational Linguistics and Natural Language Processing",96aea20751bf9770f185c3ed5ffbe11e,"In-depth investigation of topics in computational linguistics and natural-language processing. Students discuss research papers and undertake a significant research project. This term, the course will focus on synchronous grammars and their use for formal modeling of the semantics of natural language, including background on Montague grammar, pertinent logic, lambda calculus, applications to machine translation and other language-processing problems.","Computer Science 187 or Linguistics 116 or permission of instructor.","The course is being offered jointly with the computer science program as Computer Science 287r, with computationally-oriented final projects. Students may not take both Computer Science 287r and Linguistics 287 for credit.","M., W., 2:30-4",,
2978,FALL,FALSE,PHYSICS,195,"Introduction to Solid State Physics",e5582dfba74351825b4f28b62f9f177e,"Fundamental physical properties of crystalline solids discussed in terms of the basic principles of quantum physics. Crystal structure, energy band structure of metals, semiconductors and insulators. Fermi gas, phonons, thermal properties, electronic transport, optical properties. Low dimensional solids including quantum nanostructures and graphene. Magnetism, superconductivity. Spintronic and photonic applications.",,"Note: Designed as a first course in solid state physics for students with knowledge of elementary quantum mechanics. Students who intend to take Applied Physics 295, and who have not previously taken a formal course in solid state physics, are strongly advised to take this course first.","W., F., 1-2:30",,
29785,SPRING,FALSE,WOMGEN,1440,"Mommy Wars: Race, Class, and the Politics of Motherhood",fbcecfdb7460872fcc22efd60dcea3dd,"The term ""mommy wars"" emerged in 1990 to suggest that relations between ""working mothers"" and ""stay at home mothers"" were characterized by mutual animosity and petty status battles between women defined through their roles as mothers. Yet the political, cultural, and economic struggles over motherhood have deep roots and high stakes. This seminar will look critically at the history and literature of the ""mommy wars,"" from The Feminine Mystique to contemporary advice literature, paying special attention to voices often excluded from mainstream media representations. Topics include mothers in the workplace, race and reproduction, caring labor, and class in discourses of ""good"" and ""bad"" mothering.",,,"Th., 1-3",,
2979,FALL,FALSE,E-PSCI,343,"Topics in Quantitative Analysis of the Climate Record",671d658c63bb83213b482ab3610ce08d,,,,,,
2979,SPRING,FALSE,E-PSCI,343,"Topics in Quantitative Analysis of the Climate Record",671d658c63bb83213b482ab3610ce08d,,,,,,
2981,SPRING,FALSE,GHHP,99,"Research in Global Health and Health Policy",bbd786b149e2008191ae8eb37a3e82ba,"Explores research topics and methods that are critical to evaluating current issues in national and global health care policy. Students will develop and execute an original research project that utilizes quantitative or qualitative research approaches to studying a domestic and global health policy topic of their interest. Such topics may include: the elements of health care reform, cost containment, quality measurement and improvement, racial and ethnic disparities in care, politics of health care, comparative health systems, global health, and organizational influences on quality.",,"This course fulfills the research requirement of the Secondary Field in Global Health and Health Policy and enrollment is ordinarily limited to seniors in the GHHP Secondary Field. Underclass GHHP students may petition to take the course if all other Secondary Field requirements have been met. Course is primarily taught by graduate students in the PhD in Health Policy program and guest lecturers. May not be taken pass/fail.","W., 3:30-5:30",,
29813,SPRING,TRUE,STAT,265r,"Reading Efron","065d459a25b5cec46636aa60fae1773d,48331742259037b9b8a17000234a8e7e,c0fba82f809c81eb1638c04a5054a84c","Exploration of the statistical contributions of Bradley Efron through study of his writings. Both deeply influential and deeply controversial ideas will be discussed; topics include statistical foundations and principles, estimating the number of unseen species, self-consistency, empirical Bayes, large-scale inference, and the bootstrap.","Statistics 211a.",,"Tu., 6&#8211;8:30 p.m.",,
29818,FALL,FALSE,VIROLOGY,351,"molecular mechanisms of HIV (human immunodeficiency virus) viral entry",79746c46f58eb6e5352c86631eba48ce,,,,,,
29818,SPRING,FALSE,VIROLOGY,351,"molecular mechanisms of HIV (human immunodeficiency virus) viral entry",79746c46f58eb6e5352c86631eba48ce,,,,,,
2982,FALL,FALSE,BIOPHYS,397,"Research in Integrin Signaling, Cytoskeleton, and Control of Angiogenesis",4911d7ff5d1db6c4907ba22398e4392f,,,,,,
2982,SPRING,FALSE,BIOPHYS,397,"Research in Integrin Signaling, Cytoskeleton, and Control of Angiogenesis",4911d7ff5d1db6c4907ba22398e4392f,,,,,,
29823,SPRING,FALSE,RELIGION,1489,"Christianity, Capitalism, and Consumerism in Colonial North America and the United States",,"This course asks how Christianity has both shaped and reflected economic developments in America from the eighteenth century to the present. Besides examining diverse Christian attitudes toward consumerism and capitalism, we will ask how economic developments have shaped understandings of God and the self. Among other topics, we will explore the rise of the consumer revolution in the eighteenth century, the relationship between capitalism and slavery, Christian responses to industrial capitalism, Christian marketing techniques, and the popularity of the prosperity gospel in modern-day America.",,"Offered jointly with the Divinity School 2183.","Th., 2-4",,
2983,FALL,FALSE,DRAMA,120,"Introduction to Choreography",,"This introductory choreography course utilizes movement exploration to tap into the participant's aesthetic and interpretive skills as they are challenged to make dances. Explorations into the use of time, weight and space inform their creative process. Through a combination of readings, writings, discussions, videos and dance improvisation, the course focuses on how movement choices develop dances that are kinesthetic, dramatic, and artistic for both the performer and the audience. No previous dance experience necessary.",,"Enrollment determined by interview during the first week of class.","Hours to be arranged",,
29833,FALL,TRUE,ANTHRO,2812,"Space and Power",0037454d068b85f7e2d5348b8d43309a,"This course considers space as a structuring principle of social life and as a product of political activity. It treats space as a dynamic force animating human existence rather than as its static backdrop.",,,"Tu., 10-12",,
2984,FALL,FALSE,ENG-SCI,240,"Solid Mechanics",a14f57b6773a73bf5c8bfe7c5e97d88c,"Foundations of continuum mechanics, development of elasticity theory, and introduction to plasticity and creep. Elastic waves. Basic elasticity solutions. Variational principles.","Applied Mathematics 105 (formerly Applied Mathematics 105b) or equivalent; introduction to solid mechanics at the level of Engineering Sciences 120, or Earth and Planetary Sciences 108 or 166, or Applied Physics 293.",,"M., W., F., at 10, and a weekly section to be arranged.",,
2987,FALL,FALSE,MCB,99,"Laboratory Research for Honors Thesis",cb95b92e491d145fc60a4f095e31423b,"For honors candidates writing a thesis in Molecular and Cellular Biology.",,"Ordinarily may not be taken as a fifth course. Indivisible for students enrolling in the fall term. Students intending to enroll in the fall are required to submit a written proposal to the instructor. Students may enter the course at midyear only with the permission of the instructor. The thesis proposal must be approved by the instructor and Head Tutor prior to enrolling in MCB 99.","Hours to be arranged",,
2987,SPRING,FALSE,MCB,99,"Laboratory Research for Honors Thesis",cb95b92e491d145fc60a4f095e31423b,"For honors candidates writing a thesis in Molecular and Cellular Biology.",,"Ordinarily may not be taken as a fifth course. Indivisible for students enrolling in the fall term. Students intending to enroll in the fall are required to submit a written proposal to the instructor. Students may enter the course at midyear only with the permission of the instructor. The thesis proposal must be approved by the instructor and Head Tutor prior to enrolling in MCB 99.","Hours to be arranged",,
29891,FALL,FALSE,ITAL,C,"Intermediate Italian: Romance! Mystery? Noir...",466cf6b6d086b2b0326cee3b6f8193e3,"Discover the ""colors"" or Italian pop lit, from romance to crime stories to graphic novels. This course aims to build reading skills, and includes a structured review of grammar. Course materials include multi-media projects that increase language proficiency and cultural awareness.","A score of 451-600 on the SAT II test or the Harvard Placement test; Italian Ab, Acd, or Bab; or permission of course head.","Conducted in Italian. May count toward the language requirement. May not be taken by students who have previously taken Italian Ca, Cb or Dab. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian C website. Not open to auditors.","Fall term, repeated spring term: M. through Th., at 9",,
29891,SPRING,FALSE,ITAL,C,"Intermediate Italian: Romance! Mystery? Noir...",466cf6b6d086b2b0326cee3b6f8193e3,"Discover the ""colors"" or Italian pop lit, from romance to crime stories to graphic novels. This course aims to build reading skills, and includes a structured review of grammar. Course materials include multi-media projects that increase language proficiency and cultural awareness.","A score of 451-600 on the SAT II test or the Harvard Placement test; Italian Ab, Acd, or Bab; or permission of course head.","Conducted in Italian. May count toward the language requirement. May not be taken by students who have previously taken Italian Ca, Cb or Dab. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian C website. Not open to auditors.","Fall term, repeated spring term: M. through Th., at 9",,
29895,SPRING,FALSE,SOCIOL,145,"Student Experience in Global Perspective",22cbe80ed7767261d1c601c0106c1b39,"Explores key concepts in sociology of higher education through study of student experience, the effects of college on students, and student engagement in social change - focusing on different parts of the world. This course has a strong empirical component: student research projects will involve qualitative or quantitative methods of social analysis to investigate research questions related to student experience (through fieldwork on Harvard campus or outside of it).",,,"W., 10-12",,
2990,FALL,TRUE,ECON,2390b,"Development Economics I: Microeconomic Issues","d5992b061a0aaaa5ee6ce3ca6cec747b,e6a1f7aae55e8fe94912d09bb6c5f3cd","Topics include agricultural issues such as peasant behavior, land tenancy, interlinked markets; credit and insurance market problems and institutions; health, nutrition, and productivity; gender bias; education; and technology adoption.",,,"W., 3-5; M., 3-5",,
29902,FALL,FALSE,ENGLISH,Cffr,"Adapting Short Fiction to Film: Workshop",731c870cf1aab9c26ee7aac9637963ec,"This workshop explores the principles of literary adaptation from short fiction to film. By viewing films and reading their screenplays and the source stories , we will consider what makes for a successful adaptation from print to film. We'll spend the majority of the class critiquing students' adaptations - either the first act of a feature-length script, or a complete short script (under thirty pages).",,,"Tu., 3-6",,
2991,FALL,FALSE,NEUROBIO,319,"Neurological Control of Cell Growth and Differentiation",e9acb65454116b74bd25e12cf22a63a9,,,,,,
2991,SPRING,FALSE,NEUROBIO,319,"Neurological Control of Cell Growth and Differentiation",e9acb65454116b74bd25e12cf22a63a9,,,,,,
2993,FALL,TRUE,STAT,160,"Design and Analysis of Sample Surveys",75332c41bfc7ee254a77da3862d857cf,"Methods for design and analysis of sample surveys. The toolkit of sample design features and their use in optimal design strategies. Sampling weights and variance estimation methods, including resampling methods. Brief overview of nonstatistical aspects of survey methodology such as survey administration and questionnaire design and validation (quantitative and qualitative). Additional topics: calibration estimators, variance estimation for complex surveys and estimators, nonresponse, missing data, hierarchical models, and small-area estimation.","Statistics 111 or 139 or with permission of instructor.",//,"M., W., 2:30-4",,
2998,FALL,FALSE,OEB,341,Coevolution,61b660470f55e4527791e262c1d2da69,,,,,,
2998,SPRING,FALSE,OEB,341,Coevolution,61b660470f55e4527791e262c1d2da69,,,,,,
3000,FALL,FALSE,VIROLOGY,308,"Molecular Genetics of Herpes Virus",7e9d6850f5f88182ffd7b0aa07f7d9a5,,,,,,
3000,SPRING,FALSE,VIROLOGY,308,"Molecular Genetics of Herpes Virus",7e9d6850f5f88182ffd7b0aa07f7d9a5,,,,,,
30031,FALL,FALSE,HBTM,377,"Impact of Epigenetics On Cellular Homeostasis",ca657f021b690880a7be376b480b7d52,,,,,,
30031,SPRING,FALSE,HBTM,377,"Impact of Epigenetics On Cellular Homeostasis",ca657f021b690880a7be376b480b7d52,,,,,,
3004,FALL,TRUE,MATH,153,"Mathematical Biology-Evolutionary Dynamics",9b0b28898868136746c9bc713d51339a,"Introduces basic concepts of mathematical biology and evolutionary dynamics: evolution of genomes, quasi-species, finite and infinite population dynamics, chaos, game dynamics, evolution of cooperation and language, spatial models, evolutionary graph theory, infection dynamics, somatic evolution of cancer.","Mathematics 21a,b.",,"Tu., Th., 2:30-4",,
30065,SPRING,TRUE,PSY,1355,"The Adolescent Brain",0424c0799eff9f95a1857ef0f8989715,"This course will introduce students to the dynamics of brain development during the second decade of life. This course will examine key changes in structural, functional, connectivity, and neurochemical changes that take place in the brain during adolescence. We will assess how these changes influence several domains of the adolescent mind, including self-control, risky decision making, changes in daily emotions and moods, the onset of psychiatric illnesses (such as mood and anxiety disorders), and sensitivity to social evaluation.","For undergraduates, Science of Living Systems 20 and one of MCB 80, SLS 15, Psy 13, Psy 14, Psy 15, or Psy 18",,"Hours to be arranged",,
3008,FALL,FALSE,NEUROBIO,351,"Neurogenetics of Disease",6f7769747138edecff48455e9bf33ea0,,,,,,
3008,SPRING,FALSE,NEUROBIO,351,"Neurogenetics of Disease",6f7769747138edecff48455e9bf33ea0,,,,,,
3011,SPRING,FALSE,KOREAN,140b,"Advanced Korean",98a7ee41a9e13604757dd33a9e9dc73d,"Continuation of Korean 140a.","Korean 140a or equivalent.",,"Tu., Th., 2-4",,
3012,FALL,FALSE,BIOPHYS,386,"Synaptic Plasticity and Neuronal Networks",1af36f76d42e3b8eb7b8d64c532a3985,,,,,,
3012,SPRING,FALSE,BIOPHYS,386,"Synaptic Plasticity and Neuronal Networks",1af36f76d42e3b8eb7b8d64c532a3985,,,,,,
30145,SPRING,FALSE,PORTUG,Ab,"Beginning Portuguese II",b59195749224ca9830d6ff9b5a29e43d,"This course is a continuation of Portuguese Aa. By the end of the course, students should be able to communicate with native speakers about a wide range of topics, and they should have acquired insights into basic elements of Luso-Brazilian culture.","Portuguese Aa or permission of course head.","Conducted in Portuguese. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Not open to auditors. Section on-line on the Portuguese Ab website. Students with an advanced knowledge of Spanish should enroll in Portuguese Ad instead of Portuguese Ab.","M., T., W., Th., at 12 or 1",,
3016,SPRING,FALSE,LITER,113,"Existential Fictions: From Saint Augustine to Jean-Paul Sartre and Beyond",652b6249711e644ae28ee0b05e649062,"How does one give meaning to life? Examines how great writers grapple with this question from the early days of Christianity to the digital age. Texts by Saint Augustine, Montaigne, Kierkegaard, Dostoyevksy, Nietzsche, Gide, Sartre, Beauvoir, Camus, Scorsese, and others. Special attention will be paid to how writers read and rewrite each other across centuries and borders. Cross-Listed with French.",,,"Hours to be arranged",,
3018,SPRING,TRUE,COMPSCI,244r,"Networks Design Projects",ab8407c04815d5cc75e496a62d13b31b,"The contents and course requirements are similar to those of Computer Science 144r, with the exception that students enrolled in Computer Science 244r are expected to do substantial system implementation and perform graduate-level work.","Computer Science 143 or equivalent experience.","Preference given to upper-class undergraduates or graduate students in computer science or in business who are proficient in computer programming or in business software.","M., W., 2:30-4",,
30194,FALL,FALSE,EXPOS,20.067,"Cross-Cultural Contact Zones",1cc5ac53e178ccdac9c2c4c5b19a480a,"How does fiction represent cross-cultural encounters between Eurocentric and non-Eurocentric worlds? In what ways do the specific social and political circumstances under which these contacts occur influence the nature of the cross-cultural encounters? Do issues of power, class, and gender function differently in cross-cultural environments for the racial groups involved than they would within a single culture? In exploring literature about three kinds of cross-cultural encounters-transient, colonial/postcolonial, and immigrant-we'll pose such resonant questions.",,,"M., W., at 1",,
30212,SPRING,FALSE,BE,191,"Introduction to Biomaterials",743bb8e65fa07a2fbcaeed650126346d,"A biomaterial is any form of matter that is produced by or interacts with biological systems. One of the pillars of biomedical engineering is to use naturally derived and synthetic biomaterials to treat, augment, or replace human tissues. This course examines the structure, properties and processing of biomaterials.","Physical sciences 1, Math 1b.",,"Tu., Th., 11:30-1",,
30214,FALL,TRUE,AESTH&INTP,16,"Openings: The Illuminated Manuscript",172929cf4c6b52dd8d88e24d67ad2549,"In an age of mechanical - and now virtual - reproduction, we have lost sight of the basic visual unit that structures our experience of the book: the opening. Employing old and new technologies, this course focuses on medieval books, their decoration and their readers in the Middle Ages (ca. 300-1500), when the book as we have known it, along with allied institutions, such as the university itself, first came into being.",,"This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., at 11, and a weekly section to be arranged.",,
3022,SPRING,FALSE,AFRAMER,97,"Sophomore Tutorial",5865f1233860d1cd612476ad4e53c50b,"This course will examine the complexity of contemporary racial and ethnic experience in the United States, focusing on self-identified ""mixed-race"" groups and voluntary immigrant groups from Africa, Latin America, and the Caribbean (e.g. from Brazil, Cape Verde, Ethiopia, Haiti, Puerto Rico, and Nigeria). Interdisciplinary course readings will introduce key theoretical issues in the social sciences and humanities, such as cultural relativism, the social construction of race, class, gender, sexuality, and ethnicity, and the negotiation of identity in diaspora and minority settings. Assignments will include both written work and social engagement with local communities resulting in multimedia projects.",,"Required for concentrators in African and African American Studies. Open to all undergraduates. This course will count towards the Ethnic Studies concentration, 2012-13, only.","Tu., 2-4",,
3023,SPRING,FALSE,GOV,97,"Tutorial - Sophomore Year","95d4991b1e61282180682ac2aab7f52e,eaf85013fcd34b027638a1a32dd83502","This one-semester course is designed to provide all Government Department concentrators with a unified and challenging intellectual experience in the study of politics. The course covers a selection of topics on the theme of ""Democracy"" and draws on materials ranging from classics in political theory to cutting edge research in the discipline today.",,,"M., 2-3:30, and tutorial sections to be arranged.",,
3025,SPRING,TRUE,ASTRON,151,"Astrophysical Fluid Dynamics",8feb1488d87e163363917539cb199843,"Fluid and gas dynamics with applications drawn from astrophysical phenomena. Topics include: kinetic theory, diffusive effects, incompressible fluids, inviscid and viscous flows, boundary layer theory, accretion disks, fluid instabilities, turbulence, convection, gas dynamics, linear (sound) waves, method of characteristics, Riemann invariants, supersonic flow, non-linear waves, shocks, similarity solutions, blast waves, radiative shocks, ionization fronts, magnetohygrodynamics, hydromagnetic shocks, dynamos, gravitational collapse, principles of plasma physics, Landau damping, computational approaches, stability criteria, particle based (Lagrangian) methods, adaptive mesh refinement, radiation hydrodynamics.",,"This course offered alternate years.","M., W., F., at 9",,
3026,FALL,TRUE,HIST,1977b,"History of the Near East, 1055-1517",31e6f9722c321486ab4018a1624d3aea,"Surveys history of the Near East from the coming of the steppe peoples to the Ottoman conquest of Egypt. Includes Seljuks, Crusades, Mongols, and the fall of the Abbasid caliphate, Mamluks, the development of Mediterranean and Indian Ocean trade, and the Timurids and their successors.","History 1877a helpful, but not required.","Offered jointly with the Divinity School as 3595.","Hours to be arranged",,
30266,FALL,FALSE,EXPOS,20.255,"Expository Writing 20",9ebea58018f737c8ba05f70b41d0c578,,,,"Tu., Th., at 12",,
3029,SPRING,TRUE,ECON,1818,"Economics of Discontinuous Change",3956ad677c785efeb9c52792efe7afff,"Explores discontinuous changes in the economic position of groups and countries and presents mathematical and computer simulation models designed to illuminate these changes. Examples include growth/decline of trade unions, segregation of groups, development of linkages on the internet, changes in corporate work culture, growth of social pathologies in neighborhoods, and Malthusian concerns about the environment. Models include nonlinear simulations, neural networks, finite automata, evolutionary stable strategies, causal conjunctures, agent-based simulations, and genetic algorithms.","Ec 10a and Ec 10b.","Writing requirement: A research paper is required. This course meets the concentration writing requirement. Students should have some mathematical background, but there is no prerequisite.","Tu., Th., 1-2:00, and a weekly section to be arranged",,
3031,SPRING,FALSE,KOREAN,Bxb,"Elementary Korean for Advanced Beginners",5dc30a2157d395a64cc93d767b0b8fa1,"Continuation of Korean Bxa.",,,"M. through Th., at 10",,
30321,SPRING,TRUE,HISTSCI,138,"Sex, Gender, and Evolution",2baae5884e58ac5b8f0934d855bb978c,"Evolutionary theories of sex and gender and central controversies in human evolutionary biology from Darwin to the present. Topics include debates over the theory of sexual selection and the evolutionary basis of monogamy, sexual preference, physical attraction, rape, maternal instinct, and sex differences in cognition. Readings: primary texts and historical, philosophical, and feminist analyses.",,,"Tu., Th., at 10",,
30323,FALL,FALSE,PSY,2357r,"Evolution of Human Cooperation: Research Seminar",01256661bd44f6545a699425f29f381f,"Seminar on current research on the evolution of human cooperation and its cognitive basis. Includes readings, seminar discussion, and training in relevant research methodologies.",,"Open to graduate and undergraduate students working in the instructor's laboratory.","Hours to be arranged",,
30323,SPRING,FALSE,PSY,2357r,"Evolution of Human Cooperation: Research Seminar",01256661bd44f6545a699425f29f381f,"Seminar on current research on the evolution of human cooperation and its cognitive basis. Includes readings, seminar discussion, and training in relevant research methodologies.",,"Open to graduate and undergraduate students working in the instructor's laboratory.","Hours to be arranged",,
